event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BFO9205,2023-02-14,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Health Workers (Burkina Faso),7,27,,854,Western Africa,Burkina Faso,Centre-Nord,Bam,Sabse,Kombedogo,13.267,-1.4826,1,Undisclosed Source; Whatsapp,Local partner-Other,"Looting: On 14 February 2023, presumed JNIM militants seized a cart and looted the health center in the village of Kombedogo (Sabse, Bam).",0,,1676916121
BFO9209,2023-02-14,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Hauts-Bassins,Houet,Koundougou,Koundougou,11.7248,-4.5104,1,Facebook; Whatsapp,New media,"On 14 February 2023, presumed JNIM militants killed a volunteer fighter (off-duty) in the town of Koundougou (Koundougou, Houet).",1,,1676916121
BFO9210,2023-02-14,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Centre-Est,Boulgou,Bittou,Ouarweogo,11.2174,-0.1836,2,AIB (Burkina Faso); Facebook,New media-National,"On 14 February 2023, the Burkinabe air force carried out an airstrike against a presumed JNIM militant convoy in the forest of Ouarweogo (Bittou, Boulgou). An unspecified number of militants were killed, and one vehicle, at least four motorcycles, weapons, and ammunition were destroyed. Unknown fatalities coded as 10.",10,,1676916121
BFO9240,2023-02-14,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Nord,Bam,Kongoussi,Bam,13.3629,-1.5123,1,Facebook,New media,"On 14 February 2023, a woman was killed and another wounded when their cart struck an IED likely planted by JNIM militants in the village of Bam (Kongoussi, Bam).",1,,1676916121
GHA1687,2023-02-14,2023,1,Political violence,Riots,Mob violence,Rioters (Ghana),Students (Ghana),5,Police Forces of Ghana (2017-),,1,15,,288,Western Africa,Ghana,Greater Accra,Accra,,Accra,5.556,-0.1969,1,Daily Guide Ghana; Ghana Web,National,"On 14 February 2023, some 218 students and former members of the Commonwealth Hall besieged the hall at the University of Ghana in Accra (Accra, Greater Accra) and confronted the police for an unspecified reason. 18 were arrested. There were no fatalities.",0,crowd size=some 218,1676916121
GHA1688,2023-02-14,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Ghana),,3,Civilians (Ghana),Labor Group (Ghana),7,37,Civilian targeting,288,Western Africa,Ghana,Ashanti,Offinso North,,Akomadan,7.3971,-1.9543,1,Ghana Web; My Joy Online,National,"On 14 February 2023, an unidentified armed group attacked trucks transporting tomatoes in Akomadan (Offinso North, Ashanti). 3 civilians were killed including two truck drivers and 4 others were injured. The drivers had decided to move the goods from Bawku to Accra after the police refused to grant escort out of the community.",3,,1676916121
GHA1691,2023-02-14,2023,2,Demonstrations,Riots,Violent demonstration,Rioters (Ghana),,5,Police Forces of Ghana (2017-),,1,15,,288,Western Africa,Ghana,Ashanti,Obuasi,,Obuasi,6.2022,-1.6679,2,Ghana Web,National,"Around 14 February 2023, residents clashed with the police forces at Obuasi residents at PTP, a suburb of Obuasi (Obuasi, Ashanti) as they resisted a government-ordered demolition of houses in the area. The police forces opened fire at the demonstrators. Causalities unknown.",0,crowd size=no report,1676916121
MLI8186,2023-02-14,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,JNIM: Group for Support of Islam and Muslims,,2,,,0,20,,466,Western Africa,Mali,Segou,Macina,Kolongo,Tongolo-Coura,13.8323,-5.7521,2,Studio Tamani; Undisclosed Source,Local partner-Other,"Detonation: On 14 February 2023, four JNIM militants were killed and another wounded when they were in the process of planting an IED between Tongolo-Coura and Loutan-Coura (Macina, Segou). Donso militiamen arrived at the scene and seized weapons and motorcycles from the militants and the wounded was transported to a medical center.",4,,1676916121
MLI8198,2023-02-14,2023,2,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),Arab Ethnic Group (Mali); Tuareg Ethnic Group (Mali); Labor Group (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,Undisclosed Source,Local partner-Other,"Around 14 February 2023 (as reported), FAMa and Wagner forces killed an Arab merchant and his driver from the Tuareg Bellah community and seized their vehicle after they went missing near the town of Niono (Niono, Segou) a few days before the corpses of the victims were discovered on 14 February.",2,,1676916121
NIG29933,2023-02-14,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Anambra State Vigilante Service,,4,34,,566,Western Africa,Nigeria,Anambra,Idemili North,,Nkpor,6.1516,6.8446,1,Daily Independent (Nigeria); Nigeria Punch,National,"On 14 February 2023, an unidentified armed group clashed with the Anambra State Vigilante Service at Nkpor (Idemili North, Anambra) when the defense militia attempted to repel them. One woman who was a beggar was killed by the assailant's stray bullet when they shot at an abductee who fled, the defense militia also fled following superior gunfire from the assailants who proceeded to riddle two cars used by the defense militia as cover with bullets.",1,,1676916122
NIG29939,2023-02-14,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),Labor Group (Nigeria),6,,,0,60,,566,Western Africa,Nigeria,Ogun,Abeokuta South,,Abeokuta,7.15,3.35,1,Daily Post (Nigeria),National,"On 14 February 2023, fish sellers protested in Abeokuta (Abeokuta South, Ogun) over the rejection of old naira notes by commercial banks and business owners in the state.",0,crowd size=no report,1676916122
NIG29948,2023-02-14,2023,1,Political violence,Riots,Mob violence,Rioters (Nigeria),APC: All Progressives Congress,5,Civilians (Nigeria),Police Forces of Nigeria (2015-); PDP: People's Democratic Party,7,57,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Talata Mafara,,Talata Mafara,12.5684,6.0623,1,Daily Leadership (Nigeria); Sahara Reporters,National-International,"On 14 February 2023, suspected APC supporters attacked and wounded PDP supporters during a PDP rally in Talata Mafara town (Talata Marafa, Zamfara). The rioters were repelled by police escorts, the PDP claimed that the APC and the state governor were responsible for the attack.",0,crowd size=no report,1676916122
NIG29973,2023-02-14,2023,1,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,,566,Western Africa,Nigeria,Katsina,Dutsinma,,Dutsin Ma,12.4517,7.4981,2,Daily Leadership (Nigeria),National,"On 14 February 2023, a Katsina militia engaged in an armed clash with policemen who responded to a distress call at Kitibawa village, coded to Dutsin Ma (Dutsinma, Katsina). The militiamen who were in their numbers shot sporadically and abducted one civilian; it is unclear whether the abductee was rescued, one of the militiamen was killed an the others fled with gunshot wounds.",1,,1676916122
NIG29976,2023-02-14,2023,1,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,,566,Western Africa,Nigeria,Katsina,Danja,,Danja,11.3764,7.5625,2,Daily Leadership (Nigeria),National,"On 14 February 2023, a Katsina militia engaged in an armed clash with policemen who responded to a distress call along Danja-Bakori road (Danja, Katsina) where the militiamen blocked the road and were robbing commuters. One militia member was killed, others fled with injuries, the policemen recovered one stick, one cutlass and three mobile phones.",1,,1676916122
NIG29977,2023-02-14,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Ogun,Ado-Odo,,Sanngo-Ota,6.7053,3.2398,2,Blueprint; Daily Post (Nigeria),National,"On 14 February 2023, demonstrators set bonfires with tires on the road at Sanngo-Ota (Ado-Odo, Ogun) while demonstrating over their inability to withdraw naira notes.",0,crowd size=no report,1676916122
NIG29989,2023-02-14,2023,1,Political violence,Riots,Mob violence,Rioters (Nigeria),Vigilante Group (Nigeria); Labor Group (Nigeria),5,IPOB: Indigenous Peoples of Biafra,,2,25,,566,Western Africa,Nigeria,Anambra,Idemili North,,Ogidi,6.1518,6.8655,1,Sahara Reporters,International,"On 14 February 2023, traders killed a suspected IPOB militant who was enforcing a sit in order at Ogidi (Idemili North, Anambra). The militant who was obeying the orders of Simo Ekpa, Nnamdi Kanu's self acclaimed disciple was set ablaze. IPOB had cancelled the sit-in order and asked that enforcers should be treated as criminals by security agents.",1,crowd size=no report,1676916122
NIG30015,2023-02-14,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),CSOCCC: Civil Society Organizations Central Coordinating Council,6,Unidentified Armed Group (Nigeria),,3,36,,566,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Blueprint; Daily Leadership (Nigeria); New Telegraph,Subnational-National,"On 14 February 2023, protesters from CSOCCC who were protesting in Abuja (Abuja Municipal, FCT) to show their support for the new naira policy were attacked by an unidentified armed group. The protesters claimed that the assailants who were armed with machetes, sticks, iron rods and charms were sponsored by the G10 governors, an unspecified number of protesters were wounded, others were missing.",0,crowd size=no report,1676916122
NIG30024,2023-02-14,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Labor Group (Nigeria),7,37,Civilian targeting,566,Western Africa,Nigeria,Federal Capital Territory,Abaji,,Abaji,8.4667,6.95,2,Daily Trust (Nigeria); Sun (Nigeria),Subnational-National,"On 14 February 2023, an unidentified armed group killed two residents and abducted many others when they attacked Munu community in Abaji Area Council (FCT). A provision store and a pub were looted by the assailants in the attack which lasted one hour, other sources report that scores of residents were abducted.",2,,1676916122
NIG30027,2023-02-14,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),NYSC: National Youth Service Corps,7,37,Civilian targeting,566,Western Africa,Nigeria,Anambra,Ihiala,,Ihiala,5.8538,6.8603,1,Blueprint; CKN Nigeria; Daily Champion; Nigerian Eye,National,"On 14 February 2023, an unidentified armed group abducted 15 NYSC members at Ihiala junction (Ihiala, Anambra) while they were heading to Lagos from the Imo state orientation camp. The abductees were rescued by policemen who chased the abductors to along Isseke where they abandoned them and fled.",0,,1676916122
BFO9217,2023-02-14,2023,1,Political violence,Battles,Armed clash,Military Forces of Burkina Faso (2022-),VDP: Volunteer for Defense of Homeland,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Est,Kompienga,Pama,Pama,11.2497,0.7075,2,AIB (Burkina Faso); Facebook,New media-National,"On 14 February 2023, soldiers and volunteer fighters (VDP) ambushed presumed JNIM militants in the area of Pama (Pama, Tapoa). Two militants were killed, and weapons and ammunitions were seized by the joint force.",2,,1677520657
BFO9228,2023-02-14,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Boucle du Mouhoun,Mouhoun,Dedougou,Kari,12.3016,-3.5509,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 14 February 2023, presumed JNIM militants abducted three young men and seized fuel and cash from some residents in the village of Kari (Dedougou, Mouhoun).",0,,1677520657
BFO9287,2023-02-14,2023,1,Strategic developments,Strategic developments,Other,Civilians (Burkina Faso),Refugees/IDPs (Burkina Faso),7,,,0,70,,854,Western Africa,Burkina Faso,Sahel,Seno,Falagountou,Falagountou,14.369,0.1839,2,Undisclosed Source,Local partner-Other,"Displacement: On 14 February 2023, residents left the hamlet of Djire-Debeye in the area of Falagountou (Falagountou, Seno) to Falagountou town, following threats from presumed IS Sahel militants.",0,,1677520657
MLI8232,2023-02-14,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Farmers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Sirifila Boundy,Medina-Coura B3,14.3934,-5.9352,2,Undisclosed Source; Whatsapp,Local partner-Other,"On 14 February 2023, two farmers were killed by the explosion of an IED likely planted by JNIM militants near Medina-Coura B3 (Niono, Segou).",2,,1677520657
MLI8247,2023-02-14,2023,1,Strategic developments,Strategic developments,Other,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 14 February 2023, presumed IS Sahel militants intercepted three trailers and prevented them passage near Bentia (Ansongo, Gao).",0,,1677520657
MLI8251,2023-02-14,2023,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Tenenkou,Diaka,Kera,14.2225,-4.9983,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 14 February 2023, JNIM militants prevented road users access in Kera (Tenenkou, Mopti) and prohibited them from using the Macina-Tenenkou road or face reprisals.",0,,1677520657
MLI8253,2023-02-14,2023,1,Political violence,Riots,Mob violence,Rioters (Mali),Farmers (Mali),5,Rioters (Mali),Pastoralists (Mali),5,55,,466,Western Africa,Mali,Sikasso,Yanfolila,Koussan,Diangouemerila,10.4666,-8.0879,2,Undisclosed Source,Local partner-Other,"On 14 February 2023, a number of farmers and pastoralists clashed with each other near the village of Diangouemerila (Yanfolila, Sikasso). The clash erupted after the farmers accused the pastoralists of devastating harvest. A dozen people were wounded including seven severely.",0,crowd size=no report,1677520657
MLI8258,2023-02-14,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Mali),Women (Mali),5,,,0,50,,466,Western Africa,Mali,Sikasso,Yanfolila,Koussan,Filamana,10.4988,-7.9532,1,Undisclosed Source,Local partner-Other,"On 14 February 2023, about twenty women demonstrated and threw stones at the subprefecture in the town of Filamana (Yanfolila, Sikasso). The demonstrators denounced what deemed to be the partiality of the subprefect in the management of a conflict opposing artisanal miners from Filamana and Diangouemerila.",0,crowd size=about twenty,1677520657
